Number,Id,Types,Name,Type1,Type2,PV,Vitesse,Attaque,Defense,Att_Spe,Def_Spe,Capture,Competence1,CType1,Category1,Power1,Accuracy1,Competence2,CType2,Category2,Power2,Accuracy2,Competence3,CType3,Category3,Power3,Accuracy3,Competence4,CType4,Category4,Power4,Accuracy4,Image,Acier,Combat,Dragon,Eau,Electrik,Fee,Feu,Glace,Insecte,Normal,Plante,Poison,Psy,Roche,Sol,Spectre,Tenebres,Vol
#678,678,Psy Psy,Mistigrix,Psy,Psy,37,26,4,7,8,8,4,Prevention,Combat,Statut,0,0,Regard Noir,Normal,Statut,0,0,Empty,Psy,,,,Empty,Psy,,,,Mistigrix_(Mâle)-XY.png,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0
#679,679,Acier Spectre,Monorpale,Acier,Spectre,22,7,8,10,3,3,4,Charge,Normal,Physique,4,6,Danse-Lames,Normal,Statut,0,0,Empty,Acier,,,,Empty,Spectre,,,,Monorpale-XY.png,0.5,0.0,0.5,1.0,1.0,0.5,2.0,0.5,0.25,0.0,0.5,0.0,0.5,0.5,2.0,2.0,2.0,0.5
#680,680,Acier Spectre,Dimoclès,Acier,Spectre,29,8,11,15,4,4,4,Charge,Normal,Physique,4,6,Danse-Lames,Normal,Statut,0,0,Empty,Acier,,,,Empty,Spectre,,,,Dimoclès-XY.png,0.5,0.0,0.5,1.0,1.0,0.5,2.0,0.5,0.25,0.0,0.5,0.0,0.5,0.5,2.0,2.0,2.0,0.5
#681,681,Acier Spectre,Exagide,Acier,Spectre,30,15,15,5,15,5,4,Ombre Portee,Spectre,Physique,4,6,Taillade,Insecte,Physique,4,0,Empty,Acier,,,,Empty,Spectre,,,,Exagide_(Forme_Parade)-XY.png,0.5,0.0,0.5,1.0,1.0,0.5,2.0,0.5,0.25,0.0,0.5,0.0,0.5,0.5,2.0,2.0,2.0,0.5
#682,682,Fee Fee,Fluvetin,Fee,Fee,39,5,5,6,6,6,4,Doux Parfum,Normal,Statut,0,6,Vent Feerique,Fee,Special,4,6,Empty,Fee,,,,Empty,Fee,,,,Fluvetin-XY.png,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
#683,683,Fee Fee,Cocotine,Fee,Fee,50,7,7,7,9,8,4,Vibra Soin,Psy,Statut,0,0,Brume Capiteuse,Fee,Statut,0,0,Empty,Fee,,,,Empty,Fee,,,,Cocotine-XY.png,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
#684,684,Fee Fee,Sucroquin,Fee,Fee,31,12,4,6,5,5,4,Doux Parfum,Normal,Statut,0,6,Charge,Normal,Physique,4,6,Empty,Fee,,,,Empty,Fee,,,,Sucroquin-XY.png,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
#685,685,Fee Fee,Cupcanaille,Fee,Fee,41,18,8,8,8,7,4,Doux Parfum,Normal,Statut,0,6,Charge,Normal,Physique,4,6,Empty,Fee,,,,Empty,Fee,,,,Cupcanaille-XY.png,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
#686,686,Psy Tenebres,Sepiatop,Psy,Tenebres,26,11,5,5,3,4,2,Charge,Normal,Physique,4,6,Picpic,Vol,Physique,3,6,Empty,Psy,,,,Empty,Tenebres,,,,Sepiatop-XY.png,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
#687,687,Psy Tenebres,Sepiatroce,Psy,Tenebres,43,18,9,8,6,7,2,Contre,Combat,Physique,0,6,Charge,Normal,Physique,4,6,Empty,Psy,,,,Empty,Tenebres,,,,Sepiatroce-XY.png,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
#688,688,Eau Roche,Opermine,Eau,Roche,21,12,5,6,3,5,5,Exuviation,Normal,Statut,0,0,Griffe,Normal,Physique,4,6,Empty,Eau,,,,Empty,Roche,,,,Opermine-XY.png,1.0,2.0,1.0,1.0,2.0,1.0,0.25,0.5,1.0,0.5,4.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5
#689,689,Eau Roche,Golgopathe,Eau,Roche,36,17,10,11,5,8,0,Coud'Krane,Normal,Physique,13,6,Lame de Roc,Roche,Physique,10,0,Empty,Eau,,,,Empty,Roche,,,,Golgopathe-XY.png,1.0,2.0,1.0,1.0,2.0,1.0,0.25,0.5,1.0,0.5,4.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5
#694,694,Electrik Normal,Galvaran,Electrik,Normal,22,17,3,3,6,4,1,Ecras'Face,Normal,Physique,4,6,Mimi-Queue,Normal,Statut,0,6,Empty,Electrik,,,,Empty,Normal,,,,Galvaran-XY.png,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.5
#695,695,Electrik Normal,Iguolta,Electrik,Normal,31,27,5,5,10,9,1,Ondes Etranges,Electrik,Statut,0,6,Electrisation,Electrik,Statut,0,0,Empty,Electrik,,,,Empty,Normal,,,,Iguolta-XY.png,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.5
#700,700,Fee Fee,Nymphali,Fee,Fee,47,15,6,6,11,13,0,Vent Feerique,Fee,Special,4,6,Voix Enjoleuse,Fee,Special,4,0,Empty,Fee,,,,Empty,Fee,,,,Nymphali-XY.png,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
#701,701,Combat Vol,Brutalibré,Combat,Vol,39,29,9,7,7,6,2,Detection,Combat,Statut,0,0,Charge,Normal,Physique,4,6,Empty,Combat,,,,Empty,Vol,,,,Brutalibré-XY.png,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.25,1.0,0.5,1.0,2.0,1.0,0.0,1.0,0.5,2.0
#704,704,Dragon Dragon,Mucuscule,Dragon,Dragon,22,10,5,3,5,7,0,Charge,Normal,Physique,4,6,Ecume,Eau,Special,4,6,Empty,Dragon,,,,Empty,Dragon,,,,Mucuscule-XY.png,1.0,1.0,2.0,0.5,0.5,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#705,705,Dragon Dragon,Colimucus,Dragon,Dragon,34,15,7,5,8,11,0,Charge,Normal,Physique,4,6,Ecume,Eau,Special,4,6,Empty,Dragon,,,,Empty,Dragon,,,,Colimucus-XY.png,1.0,1.0,2.0,0.5,0.5,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#706,706,Dragon Dragon,Muplodocus,Dragon,Dragon,45,20,10,7,11,15,0,Hydroqueue,Eau,Physique,9,0,Colere,Dragon,Physique,12,6,Empty,Dragon,,,,Empty,Dragon,,,,Muplodocus-XY.png,1.0,1.0,2.0,0.5,0.5,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#708,708,Plante Spectre,Brocélôme,Plante,Spectre,21,9,7,4,5,6,2,Charge,Normal,Physique,4,6,Onde Folie,Spectre,Statut,0,6,Empty,Plante,,,,Empty,Spectre,,,,Brocélôme-XY.png,1.0,0.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,2.0
#709,709,Plante Spectre,Desséliande,Plante,Spectre,42,14,11,7,6,8,1,Griffe Ombre,Spectre,Physique,7,6,Encornebois,Plante,Physique,7,6,Empty,Plante,,,,Empty,Spectre,,,,Desséliande-XY.png,1.0,0.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,2.0
#710,710,Plante Spectre,Pitrouille,Plante,Spectre,22,14,6,7,4,5,3,Tourmagik,Psy,Statut,0,6,Etonnement,Spectre,Physique,3,6,Empty,Plante,,,,Empty,Spectre,,,,Pitrouille-XY.png,1.0,0.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,2.0
#711,711,Plante Spectre,Banshitrouye,Plante,Spectre,27,24,8,12,5,7,3,Explosion,Normal,Physique,25,6,Hantise,Spectre,Physique,9,6,Empty,Plante,,,,Empty,Spectre,,,,Banshitrouye-XY.png,1.0,0.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,2.0
#712,712,Glace Glace,Grelaçon,Glace,Glace,27,7,6,8,3,3,5,Charge,Normal,Physique,4,6,Morsure,Tenebres,Physique,6,6,Empty,Glace,,,,Empty,Glace,,,,Grelaçon-XY.png,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#713,713,Glace Glace,Séracrawl,Glace,Glace,47,7,11,18,4,4,1,Plaquage,Normal,Physique,8,6,Garde Large,Roche,Statut,0,0,Empty,Glace,,,,Empty,Glace,,,,Séracrawl-XY.png,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#714,714,Dragon Vol,Sonistrelle,Dragon,Vol,20,13,3,3,4,4,4,Grincement,Normal,Statut,0,0,Ultrason,Normal,Statut,0,0,Empty,Dragon,,,,Empty,Vol,,,,Sonistrelle-XY.png,1.0,0.5,2.0,0.5,1.0,2.0,0.5,4.0,0.5,1.0,0.25,1.0,1.0,2.0,0.0,1.0,1.0,1.0
#715,715,Dragon Vol,Bruyverne,Dragon,Vol,42,30,7,8,9,8,4,Rayon Lune,Fee,Statut,0,0,Bang Sonique,Normal,Special,14,6,Empty,Dragon,,,,Empty,Vol,,,,Bruyverne-XY.png,1.0,0.5,2.0,0.5,1.0,2.0,0.5,4.0,0.5,1.0,0.25,1.0,1.0,2.0,0.0,1.0,1.0,1.0
#736,736,Insecte Insecte,Larvibule,Insecte,Insecte,23,11,6,4,5,4,5,Force Poigne,Normal,Physique,5,6,Secretion,Insecte,Statut,0,0,Empty,Insecte,,,,Empty,Insecte,,,,Larvibule-SL.png,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,2.0
#737,737,Electrik Insecte,Chrysapile,Electrik,Insecte,28,9,8,9,5,7,2,Chargeur,Electrik,Statut,0,0,Force Poigne,Normal,Physique,5,6,Empty,Electrik,,,,Empty,Insecte,,,,Chrysapile-SL.png,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#738,738,Electrik Insecte,Lucanon,Electrik,Insecte,38,10,7,9,14,7,0,Tonnerre,Electrik,Special,9,6,Lame d'Air,Vol,Special,7,0,Empty,Electrik,,,,Empty,Insecte,,,,Lucanon-SL.png,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0
#742,742,Fee Insecte,Bombydou,Fee,Insecte,20,21,4,4,5,4,3,Vol-Vie,Plante,Special,2,6,Vent Feerique,Fee,Special,4,6,Empty,Fee,,,,Empty,Insecte,,,,Bombydou-SL.png,2.0,0.25,0.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,0.5,2.0
#743,743,Fee Insecte,Rubombelle,Fee,Insecte,30,31,5,6,9,7,1,Boule Pollen,Insecte,Special,9,6,Vol-Vie,Plante,Special,2,6,Empty,Fee,,,,Empty,Insecte,,,,Rubombelle-SL.png,2.0,0.25,0.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,0.5,2.0
#746,746,Eau Eau,Froussardine,Eau,Eau,22,10,2,2,2,2,1,Pistolet a O,Eau,Special,4,6,Rugissement,Normal,Statut,0,6,Empty,Eau,,,,Empty,Eau,,,,Froussardine_(Forme_Solitaire)-SL.png,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#747,747,Eau Poison,Vorastérie,Eau,Poison,25,11,5,6,4,5,3,Dard-Venin,Poison,Physique,1,6,Picpic,Vol,Physique,3,6,Empty,Eau,,,,Empty,Poison,,,,Vorastérie-SL.png,0.5,0.5,1.0,0.5,2.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
#748,748,Eau Poison,Prédastérie,Eau,Poison,25,8,6,15,5,14,1,Blockhaus,Poison,Statut,0,0,Dard-Venin,Poison,Physique,1,6,Empty,Eau,,,,Empty,Poison,,,,Prédastérie-SL.png,0.5,0.5,1.0,0.5,2.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
#749,749,Sol Sol,Tiboudet,Sol,Sol,35,11,10,7,4,5,3,Coud'Boue,Sol,Special,2,6,Lance-Boue,Sol,Statut,0,0,Empty,Sol,,,,Empty,Sol,,,,Tiboudet-SL.png,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
#750,750,Sol Sol,Bourrinos,Sol,Sol,50,8,12,10,5,8,1,Coud'Boue,Sol,Special,2,6,Lance-Boue,Sol,Statut,0,0,Empty,Sol,,,,Empty,Sol,,,,Bourrinos-SL.png,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
#751,751,Eau Insecte,Araqua,Eau,Insecte,19,6,4,5,4,7,4,Tourniquet,Eau,Statut,0,0,Ecume,Eau,Special,4,6,Empty,Eau,,,,Empty,Insecte,,,,Araqua-SL.png,0.5,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,2.0
#752,752,Eau Insecte,Tarenbulle,Eau,Insecte,34,10,7,9,5,13,2,Garde Large,Roche,Statut,0,0,Detrempage,Eau,Statut,0,0,Empty,Eau,,,,Empty,Insecte,,,,Tarenbulle-SL.png,0.5,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,2.0
#755,755,Fee Plante,Spododo,Fee,Plante,20,3,3,5,6,7,3,Vol-Vie,Plante,Special,2,6,Etonnement,Spectre,Physique,3,6,Empty,Fee,,,,Empty,Plante,,,,Spododo-SL.png,2.0,0.5,0.0,0.5,0.5,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,0.5,1.0,0.5,2.0
#756,756,Fee Plante,Lampignon,Fee,Plante,30,7,4,8,9,10,1,Vol-Vie,Plante,Special,2,6,Etonnement,Spectre,Physique,3,6,Empty,Fee,,,,Empty,Plante,,,,Lampignon-SL.png,2.0,0.5,0.0,0.5,0.5,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,0.5,1.0,0.5,2.0
#757,757,Feu Poison,Tritox,Feu,Poison,24,19,4,4,7,4,2,Gaz Toxik,Poison,Statut,0,0,Griffe,Normal,Physique,4,6,Empty,Feu,,,,Empty,Poison,,,,Tritox-SL.png,0.5,0.5,1.0,2.0,1.0,0.25,0.5,0.5,0.25,1.0,0.25,0.5,2.0,2.0,4.0,1.0,1.0,1.0
#758,758,Feu Poison,Malamandre,Feu,Poison,34,29,6,6,11,6,0,Seduction,Normal,Statut,0,6,Entrave,Normal,Statut,0,6,Empty,Feu,,,,Empty,Poison,,,,Malamandre-SL.png,0.5,0.5,1.0,2.0,1.0,0.25,0.5,0.5,0.25,1.0,0.25,0.5,2.0,2.0,4.0,1.0,1.0,1.0
#759,759,Combat Normal,Nounourson,Combat,Normal,35,12,7,5,4,5,2,Charge,Normal,Physique,4,6,Groz'Yeux,Normal,Statut,0,6,Empty,Combat,,,,Empty,Normal,,,,Nounourson-SL.png,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.0,0.5,2.0
#760,760,Combat Normal,Chelours,Combat,Normal,60,15,12,8,5,6,1,Etreinte,Normal,Physique,1,0,Charge,Normal,Physique,4,6,Empty,Combat,,,,Empty,Normal,,,,Chelours-SL.png,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.0,0.5,2.0
#761,761,Plante Plante,Croquine,Plante,Plante,21,8,3,3,3,3,4,Trempette,Normal,Statut,0,0,Camaraderie,Normal,Statut,0,0,Empty,Plante,,,,Empty,Plante,,,,Croquine-SL.png,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0
#762,762,Plante Plante,Candine,Plante,Plante,26,15,4,4,4,4,2,Torgnoles,Normal,Physique,1,0,Trempette,Normal,Statut,0,0,Empty,Plante,,,,Empty,Plante,,,,Candine-SL.png,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0
#763,763,Plante Plante,Sucreine,Plante,Plante,36,18,12,9,5,9,0,Botte Sucrette,Plante,Physique,7,6,Torgnoles,Normal,Physique,1,0,Empty,Plante,,,,Empty,Plante,,,,Sucreine-SL.png,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0
#765,765,Normal Psy,Gouroutan,Normal,Psy,45,15,6,8,9,11,0,Choc Mental,Psy,Special,5,6,Apres Vous,Normal,Statut,0,0,Empty,Normal,,,,Empty,Psy,,,,Gouroutan-SL.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,2.0,1.0
#766,766,Combat Combat,Quartermac,Combat,Combat,50,20,12,9,4,6,0,Charge,Normal,Physique,4,6,Groz'Yeux,Normal,Statut,0,6,Empty,Combat,,,,Empty,Combat,,,,Quartermac-SL.png,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,2.0
#767,767,Eau Insecte,Sovkipou,Eau,Insecte,12,20,3,4,2,3,1,Survinsecte,Insecte,Special,5,6,Jet de Sable,Sol,Statut,0,6,Empty,Eau,,,,Empty,Insecte,,,,Sovkipou-SL.png,0.5,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,2.0
#768,768,Eau Insecte,Sarmuraï,Eau,Insecte,37,10,12,14,6,9,0,Escarmouche,Insecte,Physique,9,6,Survinsecte,Insecte,Special,5,6,Empty,Eau,,,,Empty,Insecte,,,,Sarmuraï-SL.png,0.5,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,2.0
#771,771,Eau Eau,Concombaffe,Eau,Eau,27,1,6,13,3,13,1,Armure,Normal,Statut,0,0,Tourniquet,Eau,Statut,0,0,Empty,Eau,,,,Empty,Eau,,,,Concombaffe-SL.png,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#772,772,Normal Normal,Type:0,Normal,Normal,47,14,9,9,9,9,0,Charge,Normal,Physique,4,6,Frenesie,Normal,Physique,2,6,Empty,Normal,,,,Empty,Normal,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
#773,773,Normal Normal,Silvallié,Normal,Normal,47,23,9,9,9,9,0,Coup Varia-Type,Normal,Physique,12,6,Anti-Soin,Psy,Statut,0,6,Empty,Normal,,,,Empty,Normal,,,,Silvallié-SL.png,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
#776,776,Dragon Feu,Boumata,Dragon,Feu,30,9,7,13,9,8,1,Flammeche,Feu,Special,4,6,Charge,Normal,Physique,4,6,Empty,Dragon,,,,Empty,Feu,,,,Boumata-SL.png,0.5,1.0,2.0,1.0,0.5,1.0,0.25,1.0,0.5,1.0,0.25,1.0,1.0,2.0,2.0,1.0,1.0,1.0
#777,777,Acier Electrik,Togedemaru,Acier,Electrik,32,24,9,6,4,7,3,Charge,Normal,Physique,4,6,Eclair,Electrik,Special,4,6,Empty,Acier,,,,Empty,Electrik,,,,Togedemaru-SL.png,0.25,2.0,0.5,1.0,0.5,0.5,2.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,4.0,1.0,1.0,0.25
#778,778,Fee Spectre,Mimiqui,Fee,Spectre,27,24,9,8,5,10,0,Martobois,Plante,Physique,12,6,Trempette,Normal,Statut,0,0,Empty,Fee,,,,Empty,Spectre,,,,Mimiqui-SL.png,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
#780,780,Dragon Normal,Draïeul,Dragon,Normal,39,9,6,8,13,9,1,Camaraderie,Normal,Statut,0,0,Echo,Normal,Special,4,6,Empty,Dragon,,,,Empty,Normal,,,,Draïeul-SL.png,1.0,2.0,2.0,0.5,0.5,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
#781,781,Plante Spectre,Sinistrail,Plante,Spectre,35,10,13,10,8,9,0,Passe-Passe,Tenebres,Statut,0,6,Vol-Vie,Plante,Special,2,6,Empty,Plante,,,,Empty,Spectre,,,,Sinistrail-SL.png,1.0,0.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,2.0
#782,782,Dragon Dragon,Bébécaille,Dragon,Dragon,22,11,5,6,4,4,0,Charge,Normal,Physique,4,6,Groz'Yeux,Normal,Statut,0,6,Empty,Dragon,,,,Empty,Dragon,,,,Bébécaille-SL.png,1.0,1.0,2.0,0.5,0.5,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#783,783,Combat Dragon,Écaïd,Combat,Dragon,27,16,7,9,6,7,0,Stratopercut,Combat,Physique,8,0,Allegement,Acier,Statut,0,0,Empty,Combat,,,,Empty,Dragon,,,,Écaïd-SL.png,1.0,1.0,2.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,0.5,1.0,2.0,0.5,1.0,1.0,0.5,2.0
#784,784,Combat Dragon,Ékaïser,Combat,Dragon,37,21,11,12,10,10,0,Vibrecaille,Dragon,Special,11,6,Cognobidon,Normal,Statut,0,0,Empty,Combat,,,,Empty,Dragon,,,,Ékaïser-SL.png,1.0,1.0,2.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,0.5,1.0,2.0,0.5,1.0,1.0,0.5,2.0
#810,810,Plante Plante,Ouistempo,Plante,Plante,25,16,6,5,4,4,0,Griffe,Normal,Physique,4,6,Rugissement,Normal,Statut,0,6,Empty,Plante,,,,Empty,Plante,,,,Ouistempo-EB.png,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0
#811,811,Plante Plante,Badabouin,Plante,Plante,35,20,8,7,5,6,0,Coup Double,Normal,Physique,3,0,Griffe,Normal,Physique,4,6,Empty,Plante,,,,Empty,Plante,,,,Badabouin-EB.png,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0
#812,812,Plante Plante,Gorythmic,Plante,Plante,50,21,12,9,6,7,0,Tambour Battant,Plante,Physique,8,6,Coup Double,Normal,Physique,3,0,Empty,Plante,,,,Empty,Plante,,,,Gorythmic-EB.png,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0
#813,813,Feu Feu,Flambino,Feu,Feu,25,17,7,4,4,4,0,Charge,Normal,Physique,4,6,Rugissement,Normal,Statut,0,6,Empty,Feu,,,,Empty,Feu,,,,Flambino-EB.png,0.5,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0
#814,814,Feu Feu,Lapyro,Feu,Feu,32,23,8,6,5,6,0,Charge,Normal,Physique,4,6,Rugissement,Normal,Statut,0,6,Empty,Feu,,,,Empty,Feu,,,,Lapyro-EB.png,0.5,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0
#815,815,Feu Feu,Pyrobut,Feu,Feu,40,29,11,7,6,7,0,Ballon Brulant,Feu,Physique,12,0,Ruse,Normal,Physique,3,6,Empty,Feu,,,,Empty,Feu,,,,Pyrobut-EB.png,0.5,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0
#816,816,Eau Eau,Larméléon,Eau,Eau,25,17,4,4,7,4,0,Ecras'Face,Normal,Physique,4,6,Rugissement,Normal,Statut,0,6,Empty,Eau,,,,Empty,Eau,,,,Larméléon-EB.png,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#817,817,Eau Eau,Arrozard,Eau,Eau,32,22,6,5,9,5,0,Charge,Normal,Physique,4,6,Rugissement,Normal,Statut,0,6,Empty,Eau,,,,Empty,Eau,,,,Arrozard-EB.png,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#818,818,Eau Eau,Lézargus,Eau,Eau,35,30,8,6,12,6,0,Tir de Precision,Eau,Special,8,6,Acrobatie,Vol,Physique,5,6,Empty,Eau,,,,Empty,Eau,,,,Lézargus-EB.png,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
#819,819,Normal Normal,Rongourmand,Normal,Normal,35,6,5,5,3,3,5,Charge,Normal,Physique,4,6,Mimi-Queue,Normal,Statut,0,6,Empty,Normal,,,,Empty,Normal,,,,Rongourmand-EB.png,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
#820,820,Normal Normal,Rongrigou,Normal,Normal,60,5,9,9,5,7,1,Implore,Normal,Physique,6,6,Charge,Normal,Physique,4,6,Empty,Normal,,,,Empty,Normal,,,,Rongrigou-EB.png,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
